"Global_Index", "x_coord", "y_coord", "Pressure", "Pressure_Coefficient", "Skin_Friction_Coefficient_X", "Skin_Friction_Coefficient_Y", "Heat_Flux"
65, 2.454793006000000e-01, -4.303710162000000e-01, 9.030199927269205e-01, -5.449096240100395e-01, 4.861286225549857e-01, -2.874956459994780e-01, -0.000000000000000e+00
4416, 2.387507267504527e-01, -4.263200877586975e-01, 9.036743354235280e-01, -5.166295253693592e-01, 4.842660906431605e-01, -2.967573780039991e-01, -0.000000000000000e+00
66, 2.320865989000000e-01, -4.221639930000000e-01, 9.043462791942132e-01, -4.875887242501829e-01, 4.819244812507287e-01, -3.058385630861136e-01, -0.000000000000000e+00
4597, 2.254885977428025e-01, -4.179036851127150e-01, 9.050333160061753e-01, -4.578956155583624e-01, 4.790471357519716e-01, -3.146755551942819e-01, -0.000000000000000e+00
67, 2.189583033000000e-01, -4.135403036000000e-01, 9.057361310632634e-01, -4.275205854042052e-01, 4.757143153815146e-01, -3.232951019777224e-01, -0.000000000000000e+00
4974, 2.124973825682759e-01, -4.090748647496053e-01, 9.064527383611434e-01, -3.965494670961036e-01, 4.718669883663561e-01, -3.316348231645940e-01, -0.000000000000000e+00
68, 2.061073929000000e-01, -4.045085012000000e-01, 9.071836850418499e-01, -3.649586136509179e-01, 4.675767886885276e-01, -3.397144015737485e-01, -0.000000000000000e+00
3667, 1.997899019071208e-01, -3.998423401830576e-01, 9.079277389487301e-01, -3.328012777630895e-01, 4.627953816492000e-01, -3.474774191671540e-01, -0.000000000000000e+00
69, 1.935465038000000e-01, -3.950774967000000e-01, 9.086849084029430e-01, -3.000770997996695e-01, 4.575865361041389e-01, -3.549404885586743e-01, -0.000000000000000e+00
4610, 1.873786704223832e-01, -3.902152025397310e-01, 9.094540245424418e-01, -2.668365969195556e-01, 4.519036368769828e-01, -3.620430080686557e-01, -0.000000000000000e+00
70, 1.812880039000000e-01, -3.852565884000000e-01, 9.102345028851211e-01, -2.331050299099207e-01, 4.458071128767123e-01, -3.688037294553869e-01, -0.000000000000000e+00
4611, 1.752759654035559e-01, -3.802029738907989e-01, 9.110252731584342e-01, -1.989286549807704e-01, 4.392575534950249e-01, -3.751627439048084e-01, -0.000000000000000e+00
71, 1.693440974000000e-01, -3.750554918000000e-01, 9.118252119179301e-01, -1.643560263836566e-01, 4.323197572905492e-01, -3.811411358963400e-01, -0.000000000000000e+00
4544, 1.634937533692831e-01, -3.698155567015904e-01, 9.126337025335101e-01, -1.294137943129013e-01, 4.249622380925595e-01, -3.866850923594187e-01, -0.000000000000000e+00
72, 1.577264965000000e-01, -3.644843100000000e-01, 9.134494922840001e-01, -9.415610024292470e-02, 4.172512065644415e-01, -3.918249359430271e-01, -0.000000000000000e+00
4575, 1.520436171609771e-01, -3.590631638605992e-01, 9.142717268832737e-01, -5.861986564629321e-02, 4.091563102309802e-01, -3.964970096086837e-01, -0.000000000000000e+00
73, 1.464466006000000e-01, -3.535534142000000e-01, 9.150993611492210e-01, -2.285026234707369e-02, 4.007373423018259e-01, -4.007373040844175e-01, -0.000000000000000e+00
3571, 1.409368693232129e-01, -3.479564170820603e-01, 9.159319336270535e-01, 1.313276599677276e-02, 3.919669138194221e-01, -4.044789067143288e-01, -0.000000000000000e+00
74, 1.355157048000000e-01, -3.422735928000000e-01, 9.167676513351226e-01, 4.925172834248024e-02, 3.829192329559958e-01, -4.077675275481517e-01, -0.000000000000000e+00
4718, 1.301844671329882e-01, -3.365062728245765e-01, 9.176068139915889e-01, 8.551957823746477e-02, 3.735580512796998e-01, -4.105380680130158e-01, -0.000000000000000e+00
75, 1.249445006000000e-01, -3.306559025000000e-01, 9.184469186037357e-01, 1.218281386037307e-01, 3.639570551572986e-01, -4.128282204403260e-01, -0.000000000000000e+00
3786, 1.197970212930766e-01, -3.247240289574871e-01, 9.192888189578138e-01, 1.582143093096744e-01, 3.540902036285498e-01, -4.145845669944522e-01, -0.000000000000000e+00
76, 1.147433966000000e-01, -3.187119960000000e-01, 9.201297974579786e-01, 1.945606383245091e-01, 3.440165996814324e-01, -4.158446313066518e-01, -0.000000000000000e+00
4411, 1.097847944595936e-01, -3.126213258321616e-01, 9.209707157299940e-01, 2.309043643332786e-01, 3.337175112684950e-01, -4.165482621482404e-01, -0.000000000000000e+00
77, 1.049225032000000e-01, -3.064534961000000e-01, 9.218084166917719e-01, 2.671090411078405e-01, 3.232613162560058e-01, -4.167459974059852e-01, -0.000000000000000e+00
3622, 1.001576588414208e-01, -3.002100967936064e-01, 9.226438306969951e-01, 3.032148776916401e-01, 3.126245348500411e-01, -4.163769590304718e-01, -0.000000000000000e+00
78, 9.549151359999999e-02, -2.938925921000000e-01, 9.234739576072996e-01, 3.390922108221311e-01, 3.018663325741749e-01, -4.154833817012913e-01, -0.000000000000000e+00
3635, 9.092514009728780e-02, -2.875026243281556e-01, 9.242999814777554e-01, 3.747922142869161e-01, 2.909769104032006e-01, -4.140158705142198e-01, -0.000000000000000e+00
79, 8.645971120000000e-02, -2.810417115000000e-01, 9.251186923143335e-01, 4.101761550516879e-01, 2.800130012468203e-01, -4.120266118935734e-01, -0.000000000000000e+00
4660, 8.209632496800634e-02, -2.745114176036290e-01, 9.259316007462601e-01, 4.453093211432660e-01, 2.689622976938533e-01, -4.094566135257489e-01, -0.000000000000000e+00
80, 7.783603670000000e-02, -2.679134010000000e-01, 9.267348881415746e-01, 4.800266747472463e-01, 2.578855273711315e-01, -4.063625573804692e-01, -0.000000000000000e+00
3670, 7.367991854688194e-02, -2.612492835393179e-01, 9.275307778330176e-01, 5.144243062907808e-01, 2.467687818444397e-01, -4.026894949207508e-01, -0.000000000000000e+00
81, 6.962897630000001e-02, -2.545207142000000e-01, 9.283150082010514e-01, 5.483180324376359e-01, 2.356684028027072e-01, -3.984935224618153e-01, -0.000000000000000e+00
3725, 6.568423341295349e-02, -2.477293177924371e-01, 9.290901149155573e-01, 5.818174425432635e-01, 2.245732694149774e-01, -3.937207307619574e-01, -0.000000000000000e+00
82, 6.184665860000000e-02, -2.408767938000000e-01, 9.298513230092262e-01, 6.147161668457568e-01, 2.135430335364204e-01, -3.884333913898581e-01, -0.000000000000000e+00
4162, 5.811716563721880e-02, -2.339648706441098e-01, 9.306013655847682e-01, 6.471323275685816e-01, 2.025658108886871e-01, -3.825805636425724e-01, -0.000000000000000e+00
83, 5.449673910000000e-02, -2.269951998000000e-01, 9.313356466867501e-01, 6.788672916809519e-01, 1.916902929828166e-01, -3.762134629828942e-01, -0.000000000000000e+00
3606, 5.098619235927143e-02, -2.199695445919161e-01, 9.320571417849686e-01, 7.100496562922944e-01, 1.809162408316062e-01, -3.692957460876966e-01, -0.000000000000000e+00
84, 4.758647080000000e-02, -2.128895967000000e-01, 9.327608687660673e-01, 7.404640989761664e-01, 1.702888964864726e-01, -3.618824074894259e-01, -0.000000000000000e+00
5022, 4.429834434382168e-02, -2.057571409021277e-01, 9.334502449727075e-01, 7.702583141869342e-01, 1.598084762121589e-01, -3.539367036019043e-01, -0.000000000000000e+00
85, 4.112268980000000e-02, -1.985739021000000e-01, 9.341200448031965e-01, 7.992064561528287e-01, 1.495171854387263e-01, -3.455138762780214e-01, -0.000000000000000e+00
4645, 3.806023096835143e-02, -1.913417094806756e-01, 9.347740166000966e-01, 8.274705248441134e-01, 1.394168219484191e-01, -3.365803402145852e-01, -0.000000000000000e+00
86, 3.511175890000000e-02, -1.840623020000000e-01, 9.354067559846069e-01, 8.548169479043290e-01, 1.295456403432047e-01, -3.271949160401961e-01, -0.000000000000000e+00
3732, 3.227799531787090e-02, -1.767374502931695e-01, 9.360221773597207e-01, 8.814149022851662e-01, 1.199054360251526e-01, -3.173204178103114e-01, -0.000000000000000e+00
87, 2.955961970000000e-02, -1.693689971000000e-01, 9.366147748824382e-01, 9.070264304393848e-01, 1.105324302083998e-01, -3.070155875431664e-01, -0.000000000000000e+00
4666, 2.695732695299297e-02, -1.619587276948746e-01, 9.371887465701558e-01, 9.318329668762817e-01, 1.014288439612410e-01, -2.962496759608894e-01, -0.000000000000000e+00
88, 2.447173930000000e-02, -1.545085012000000e-01, 9.377383540154938e-01, 9.555865028267726e-01, 9.262801669442038e-02, -2.850796811035078e-01, -0.000000000000000e+00
3690, 2.210349923696159e-02, -1.470201841872174e-01, 9.382680897654672e-01, 9.784812021034830e-01, 8.413357995292774e-02, -2.734800696065133e-01, -0.000000000000000e+00
89, 1.985315980000000e-02, -1.394955962000000e-01, 9.387720687563231e-01, 1.000262717581732e+00, 7.597446391021220e-02, -2.615057976784700e-01, -0.000000000000000e+00
4672, 1.772129085810281e-02, -1.319365253007122e-01, 9.392550463826820e-01, 1.021136573109551e+00, 6.815540466805059e-02, -2.491355243463929e-01, -0.000000000000000e+00
90, 1.570842040000000e-02, -1.243449001000000e-01, 9.397109396277379e-01, 1.040839866210616e+00, 6.070283752908604e-02, -2.364219740664367e-01, -0.000000000000000e+00
4674, 1.381503227347297e-02, -1.167226505728687e-01, 9.401447802424124e-01, 1.059590064601976e+00, 5.362182602212472e-02, -2.233506847448385e-01, -0.000000000000000e+00
91, 1.204162000000000e-02, -1.090715974000000e-01, 9.405503709098664e-01, 1.077119325863397e+00, 4.693431136161449e-02, -2.099720788430928e-01, -0.000000000000000e+00
4677, 1.038859301529443e-02, -1.013936395956725e-01, 9.409328975147911e-01, 1.093651779233844e+00, 4.064645910982922e-02, -1.962739009346396e-01, -0.000000000000000e+00
92, 8.856374800000000e-03, -9.369066349999999e-02, 9.412862095358840e-01, 1.108921604753784e+00, 3.477628914337649e-02, -1.823036980121751e-01, -0.000000000000000e+00
4396, 7.445337291051624e-03, -8.596455225076349e-02, 9.416156482170954e-01, 1.123159646148630e+00, 2.933032736781670e-02, -1.680552885682235e-01, -0.000000000000000e+00
93, 6.155829900000000e-03, -7.821723060000001e-02, 9.419149608121363e-01, 1.136095665387538e+00, 2.432369243452270e-02, -1.535737485773575e-01, -0.000000000000000e+00
4393, 4.988171034494115e-03, -7.045061521537548e-02, 9.421897020533981e-01, 1.147969732972962e+00, 1.976240819059846e-02, -1.388578564631586e-01, -0.000000000000000e+00
94, 3.942648900000000e-03, -6.266661720000000e-02, 9.424335653280517e-01, 1.158509282810984e+00, 1.565842895279573e-02, -1.239492269136773e-01, -0.000000000000000e+00
4746, 3.019522493527660e-03, -5.486715754838115e-02, 9.426522961080762e-01, 1.167962628996273e+00, 1.201731085424402e-02, -1.088514708403835e-01, -0.000000000000000e+00
95, 2.219018100000000e-03, -4.705416030000000e-02, 9.428395664782604e-01, 1.176056284765249e+00, 8.848055055243980e-03, -9.360264130773453e-02, -0.000000000000000e+00
3689, 1.541333290849545e-03, -3.922954986405257e-02, 9.430012646519148e-01, 1.183044733363625e+00, 6.155347906667054e-03, -7.821111534058976e-02, -0.000000000000000e+00
96, 9.866359999999999e-04, -3.139526010000000e-02, 9.431310033309602e-01, 1.188651921554061e+00, 3.945474600604896e-03, -6.271152030457111e-02, 0.000000000000000e+00
4701, 5.550625499568529e-04, -2.355322601094402e-02, 9.432348342177461e-01, 1.193139398430440e+00, 2.221914038991924e-03, -4.711556954212771e-02, 0.000000000000000e+00
97, 2.467200000000000e-04, -1.570538050000000e-02, 9.433064734422931e-01, 1.196235580824214e+00, 9.884733579890480e-04, -3.145373116698907e-02, 0.000000000000000e+00
4709, 6.168376595366842e-05, -7.853659087761426e-03, 9.433520106033058e-01, 1.198203655675405e+00, 2.473135971090427e-04, -1.574316703207121e-02, 0.000000000000000e+00
98, 0.000000000000000e+00, 1.000000000000000e-10, 9.433651818523847e-01, 1.198772905130018e+00, -2.039504714038709e-15, -1.019501169847663e-05, 0.000000000000000e+00
4707, 6.168376909509998e-05, 7.853659287736549e-03, 9.433521674879014e-01, 1.198210436085522e+00, 2.470007294716181e-04, 1.572325091127357e-02, 0.000000000000000e+00
99, 2.467200000000000e-04, 1.570538070000000e-02, 9.433067765631298e-01, 1.196248681432206e+00, 9.878905488609406e-04, 3.143518548016149e-02, 0.000000000000000e+00
3714, 5.550625593688241e-04, 2.355322621052463e-02, 9.432352644446801e-01, 1.193157992448825e+00, 2.221138949910656e-03, 4.709913381920191e-02, 0.000000000000000e+00
100, 9.866359999999999e-04, 3.139526030000000e-02, 9.431315344985752e-01, 1.188674878137247e+00, 3.944604534006060e-03, 6.269769059317676e-02, 0.000000000000000e+00
3751, 1.541333306494919e-03, 3.922955006284574e-02, 9.430018704938614e-01, 1.183070917303783e+00, 6.154482546435807e-03, 7.820011989567204e-02, -0.000000000000000e+00
101, 2.219018100000000e-03, 4.705416050000000e-02, 9.428402226130338e-01, 1.176084642315825e+00, 8.847281872965834e-03, 9.359446149613615e-02, -0.000000000000000e+00
4721, 3.019522515344708e-03, 5.486715774599700e-02, 9.426529861301859e-01, 1.167992451126828e+00, 1.201670087939504e-02, 1.088459457557542e-01, -0.000000000000000e+00
102, 3.942648900000000e-03, 6.266661740000000e-02, 9.424342790416631e-01, 1.158540128866785e+00, 1.565803874769956e-02, 1.239461377267482e-01, -0.000000000000000e+00
5128, 4.988171062396685e-03, 7.045061541142882e-02, 9.421904376043987e-01, 1.148001522820940e+00, 1.976229307280900e-02, 1.388570476037661e-01, -0.000000000000000e+00
103, 6.155829900000000e-03, 7.821723080000000e-02, 9.419157203797438e-01, 1.136128493211513e+00, 2.432392078911167e-02, 1.535751899587862e-01, -0.000000000000000e+00
3749, 7.445337324929635e-03, 8.596455244487533e-02, 9.416164383282488e-01, 1.123193794036993e+00, 2.933099979513744e-02, 1.680591414051192e-01, -0.000000000000000e+00
104, 8.856374800000000e-03, 9.369066370000000e-02, 9.412870354317654e-01, 1.108957299225676e+00, 3.477755617053124e-02, 1.823103396121706e-01, -0.000000000000000e+00
3804, 1.038859305501411e-02, 1.013936397874714e-01, 9.409337635476851e-01, 1.093689208391064e+00, 4.064853588469260e-02, 1.962839292793646e-01, -0.000000000000000e+00
105, 1.204162000000000e-02, 1.090715976000000e-01, 9.405512741115577e-01, 1.077158361422372e+00, 4.693749320626383e-02, 2.099863131674788e-01, -0.000000000000000e+00
4765, 1.381503233022879e-02, 1.167226508092735e-01, 9.401457116799634e-01, 1.059630320489229e+00, 5.362648962820909e-02, 2.233701114990324e-01, -0.000000000000000e+00
106, 1.570842040000000e-02, 1.243449004000000e-01, 9.397118754562999e-01, 1.040880311873387e+00, 6.070944666255288e-02, 2.364477144698077e-01, -0.000000000000000e+00
3833, 1.772129092174085e-02, 1.319365255333334e-01, 9.392559510898681e-01, 1.021175673734649e+00, 6.816448020551227e-02, 2.491686974558004e-01, -0.000000000000000e+00
107, 1.985315980000000e-02, 1.394955964000000e-01, 9.387728848218175e-01, 1.000297987193204e+00, 7.598655761809196e-02, 2.615474240683948e-01, -0.000000000000000e+00
4742, 2.210349929317684e-02, 1.470201843699478e-01, 9.382687445454890e-01, 9.785095011029253e-01, 8.414919925195431e-02, 2.735308408560818e-01, -0.000000000000000e+00
108, 2.447173930000000e-02, 1.545085014000000e-01, 9.377387500099117e-01, 9.556036173468216e-01, 9.264754209777938e-02, 2.851397737382554e-01, -0.000000000000000e+00
4379, 2.695732701429121e-02, 1.619587278739119e-01, 9.371887754262159e-01, 9.318342140090612e-01, 1.014524006125453e-01, 2.963184793706803e-01, -0.000000000000000e+00
109, 2.955961970000000e-02, 1.693689973000000e-01, 9.366143159363318e-01, 9.070065952043842e-01, 1.105597557979062e-01, 3.070914869133227e-01, -0.000000000000000e+00
4749, 3.227799538401022e-02, 1.767374504682019e-01, 9.360211228294334e-01, 8.813693264413469e-01, 1.199357635373342e-01, 3.174006772143533e-01, -0.000000000000000e+00
110, 3.511175890000000e-02, 1.840623022000000e-01, 9.354050242216564e-01, 8.547421026782481e-01, 1.295776231678491e-01, 3.272756950731976e-01, -0.000000000000000e+00
4752, 3.806023103907080e-02, 1.913417096514072e-01, 9.347715803472454e-01, 8.273652322026525e-01, 1.394486222503986e-01, 3.366571125603438e-01, -0.000000000000000e+00
111, 4.112268980000000e-02, 1.985739023000000e-01, 9.341169441404487e-01, 7.990724483174598e-01, 1.495466548530374e-01, 3.455819757376119e-01, -0.000000000000000e+00
4758, 4.429834441884206e-02, 2.057571410682792e-01, 9.334465818763779e-01, 7.700999984816189e-01, 1.598335001377546e-01, 3.539921254790592e-01, -0.000000000000000e+00
112, 4.758647080000000e-02, 2.128895969000000e-01, 9.327567966760618e-01, 7.402881069346460e-01, 1.703076360345199e-01, 3.619222307251320e-01, -0.000000000000000e+00
3792, 5.098619243829666e-02, 2.199695447532265e-01, 9.320528369880634e-01, 7.098636068693586e-01, 1.809273428555082e-01, 3.693184081227971e-01, -0.000000000000000e+00
113, 5.449673910000000e-02, 2.269952000000000e-01, 9.313313050938268e-01, 6.786796519674428e-01, 1.916930228038705e-01, 3.762188202280340e-01, -0.000000000000000e+00
3812, 5.811716571993708e-02, 2.339648708003372e-01, 9.305971707823877e-01, 6.469510320093654e-01, 2.025601699556072e-01, 3.825699097649625e-01, -0.000000000000000e+00
114, 6.184665860000000e-02, 2.408767940000000e-01, 9.298474330916348e-01, 6.145480481309586e-01, 2.135298030431258e-01, 3.884093248859711e-01, -0.000000000000000e+00
4793, 6.568423349903829e-02, 2.477293179433596e-01, 9.290866272906617e-01, 5.816667105543849e-01, 2.245537761798438e-01, 3.936865553197877e-01, -0.000000000000000e+00
115, 6.962897630000001e-02, 2.545207144000000e-01, 9.283119605891688e-01, 5.481863174126097e-01, 2.356442092284326e-01, 3.984526130471180e-01, -0.000000000000000e+00
3810, 7.367991863599360e-02, 2.612492836847347e-01, 9.275281541898159e-01, 5.143109148081121e-01, 2.467412539509838e-01, 4.026445735436254e-01, -0.000000000000000e+00
116, 7.783603670000000e-02, 2.679134012000000e-01, 9.267326427892784e-01, 4.799296326548550e-01, 2.578556182283390e-01, 4.063154278106176e-01, -0.000000000000000e+00
4779, 8.209632505979314e-02, 2.745114177433608e-01, 9.259296833158003e-01, 4.452264515356087e-01, 2.689304120949022e-01, 4.094080722637220e-01, -0.000000000000000e+00
117, 8.645971120000000e-02, 2.810417117000000e-01, 9.251170675736339e-01, 4.101059352303470e-01, 2.799790785788416e-01, 4.119766959111569e-01, -0.000000000000000e+00
3771, 9.092514019138748e-02, 2.875026244620457e-01, 9.242986446207880e-01, 3.747344365397186e-01, 2.909406178052386e-01, 4.139642316693486e-01, -0.000000000000000e+00
118, 9.549151359999999e-02, 2.938925923000000e-01, 9.234729363768370e-01, 3.390480741665761e-01, 3.018273597135469e-01, 4.154297398753486e-01, -0.000000000000000e+00
4790, 1.001576589374620e-01, 3.002100969215210e-01, 9.226431785241214e-01, 3.031866913707798e-01, 3.125829019981173e-01, 4.163215092549521e-01, -0.000000000000000e+00
119, 1.049225032000000e-01, 3.064534963000000e-01, 9.218081911178214e-01, 2.670992920060251e-01, 3.232176211136563e-01, 4.166896656933085e-01, -0.000000000000000e+00
4868, 1.097847945571973e-01, 3.126213259539907e-01, 9.209709532056888e-01, 2.309146278177002e-01, 3.336728988347016e-01, 4.164925766323743e-01, -0.000000000000000e+00
120, 1.147433966000000e-01, 3.187119962000000e-01, 9.201304885263304e-01, 1.945905056726994e-01, 3.439725048521284e-01, 4.157913295537329e-01, -0.000000000000000e+00
3839, 1.197970213918577e-01, 3.247240290731446e-01, 9.192899141662958e-01, 1.582616432282221e-01, 3.540478320235253e-01, 4.145349564338029e-01, -0.000000000000000e+00
121, 1.249445006000000e-01, 3.306559027000000e-01, 9.184483433646827e-01, 1.218897154813049e-01, 3.639170778221590e-01, 4.127828748074869e-01, -0.000000000000000e+00
4814, 1.301844672325567e-01, 3.365062729340006e-01, 9.176085019601227e-01, 8.559253070852255e-02, 3.735205033171841e-01, 4.104968030263887e-01, -0.000000000000000e+00
122, 1.355157048000000e-01, 3.422735930000000e-01, 9.167695513790439e-01, 4.933384651969052e-02, 3.828836710600895e-01, 4.077296577407540e-01, -0.000000000000000e+00
3882, 1.409368694231759e-01, 3.479564171852138e-01, 9.159340293234428e-01, 1.322334009642727e-02, 3.919326154565836e-01, 4.044435135119614e-01, -0.000000000000000e+00
123, 1.464466006000000e-01, 3.535534144000000e-01, 9.151016703974842e-01, -2.275045872886283e-02, 4.007036285189602e-01, 4.007035900780972e-01, -0.000000000000000e+00
4832, 1.520436172609401e-01, 3.590631639574698e-01, 9.142743045906888e-01, -5.850845946671322e-02, 4.091229681547567e-01, 3.964646991366598e-01, -0.000000000000000e+00
124, 1.577264965000000e-01, 3.644843102000000e-01, 9.134524029406947e-01, -9.403030429706781e-02, 4.172188806967189e-01, 3.917945797198490e-01, -0.000000000000000e+00
3924, 1.634937534688516e-01, 3.698155567921907e-01, 9.126369961852476e-01, -1.292714456682089e-01, 4.249323918856362e-01, 3.866579344563187e-01, -0.000000000000000e+00
125, 1.693440974000000e-01, 3.750554920000000e-01, 9.118288968833512e-01, -1.641967655160142e-01, 4.322944394016638e-01, 3.811188149715428e-01, -0.000000000000000e+00
4476, 1.752759655023370e-01, 3.802029739751657e-01, 9.110293216678392e-01, -1.987536820714430e-01, 4.392388525349702e-01, 3.751467717184782e-01, -0.000000000000000e+00
126, 1.812880039000000e-01, 3.852565886000000e-01, 9.102388480783667e-01, -2.329172345937399e-01, 4.457968960883723e-01, 3.687952772012916e-01, -0.000000000000000e+00
4821, 1.873786705199870e-01, 3.902152026179261e-01, 9.094585883936680e-01, -2.666393514035190e-01, 4.519032227740002e-01, 3.620426763096819e-01, -0.000000000000000e+00
127, 1.935465038000000e-01, 3.950774969000000e-01, 9.086896019677657e-01, -2.998742481794860e-01, 4.575967270355248e-01, 3.549483932753966e-01, -0.000000000000000e+00
3819, 1.997899020031620e-01, 3.998423402551672e-01, 9.079324896270908e-01, -3.325959577475270e-01, 4.628164300041288e-01, 3.474932227562568e-01, -0.000000000000000e+00
128, 2.061073929000000e-01, 4.045085014000000e-01, 9.071884290821599e-01, -3.647535805258922e-01, 4.676086528539128e-01, 3.397375520756435e-01, -0.000000000000000e+00
4857, 2.124973826623756e-01, 4.090748648157395e-01, 9.064574415347660e-01, -3.963462001922888e-01, 4.719094893662469e-01, 3.316646934711224e-01, -0.000000000000000e+00
129, 2.189583033000000e-01, 4.135403038000000e-01, 9.057407707884567e-01, -4.273200606840371e-01, 4.757675463658925e-01, 3.233312775595339e-01, -0.000000000000000e+00
3434, 2.254885978345892e-01, 4.179036851730074e-01, 9.050378810239146e-01, -4.576983196266859e-01, 4.791116283102149e-01, 3.147179189410961e-01, -0.000000000000000e+00
130, 2.320865989000000e-01, 4.221639932000000e-01, 9.043507116584544e-01, -4.873971571606253e-01, 4.820013775000721e-01, 3.058873680473357e-01, -0.000000000000000e+00
3912, 2.387507202007468e-01, 4.263200837450324e-01, 9.036785032999314e-01, -5.164493935264891e-01, 4.843569411465817e-01, 2.968119732879702e-01, -0.000000000000000e+00
131, 2.454793006000000e-01, 4.303709866000000e-01, 9.030237607053359e-01, -5.447467753959788e-01, 4.862306929548593e-01, 2.875560249289933e-01, -0.000000000000000e+00
4811, 2.522706701711493e-01, 4.343157597215975e-01, 9.023850855443993e-01, -5.723497373366836e-01, 4.875668689921150e-01, 2.781019421264272e-01, -0.000000000000000e+00
