"Global_Index", "x_coord", "y_coord", "Pressure", "Pressure_Coefficient", "Skin_Friction_Coefficient_X", "Skin_Friction_Coefficient_Y", "Heat_Flux"
132, 2.591232061000000e-01, 4.381532968000000e-01, 9.017653669662457e-01, -5.991334129404762e-01, 4.884112123921657e-01, 2.685063335322519e-01, -0.000000000000000e+00
4842, 2.660350921068303e-01, 4.418828146404209e-01, 9.011630906531468e-01, -6.251632496478843e-01, 4.887198663545081e-01, 2.587680547627345e-01, -0.000000000000000e+00
133, 2.730047107000000e-01, 4.455032946000000e-01, 9.005804912849114e-01, -6.503426666217665e-01, 4.885516052972511e-01, 2.489294775178168e-01, -0.000000000000000e+00
4364, 2.800304140559380e-01, 4.490137873825233e-01, 9.000159719699492e-01, -6.747406800701740e-01, 4.878435603708583e-01, 2.389887998934675e-01, -0.000000000000000e+00
134, 2.871103883000000e-01, 4.524134995000000e-01, 8.994722698854564e-01, -6.982389916740431e-01, 4.866579700775243e-01, 2.290038390109552e-01, -0.000000000000000e+00
4823, 2.942428506687819e-01, 4.557016518502985e-01, 8.989468723345033e-01, -7.209461979186551e-01, 4.849501414739512e-01, 2.189633335050609e-01, -0.000000000000000e+00
135, 3.014261127000000e-01, 4.588772954000000e-01, 8.984427139988067e-01, -7.427354645184656e-01, 4.827735877407660e-01, 2.089147677053417e-01, -0.000000000000000e+00
4878, 3.086582843294210e-01, 4.619397664677065e-01, 8.979577853934129e-01, -7.636936395929705e-01, 4.800821270808729e-01, 1.988563493979385e-01, -0.000000000000000e+00
136, 3.159376979000000e-01, 4.648881854000000e-01, 8.974948555040096e-01, -7.837010500889015e-01, 4.769308513005033e-01, 1.888303073325597e-01, -0.000000000000000e+00
3742, 3.232625351295538e-01, 4.677219991738338e-01, 8.970514526951626e-01, -8.028645178509154e-01, 4.732855471380247e-01, 1.788419850629168e-01, -0.000000000000000e+00
137, 3.306309879000000e-01, 4.704403878000000e-01, 8.966303512111879e-01, -8.210641425525914e-01, 4.692072486889554e-01, 1.689250384691097e-01, -0.000000000000000e+00
4836, 3.380412727030300e-01, 4.730426731832401e-01, 8.962287422752033e-01, -8.384213169865793e-01, 4.646506391041005e-01, 1.590861606836888e-01, -0.000000000000000e+00
138, 3.454914987000000e-01, 4.755282999000000e-01, 8.958497538253690e-01, -8.548008544988934e-01, 4.596884743768836e-01, 1.493618558656151e-01, -0.000000000000000e+00
4837, 3.529798249079487e-01, 4.778965035610770e-01, 8.954900482365183e-01, -8.703470042260016e-01, 4.542723900018282e-01, 1.397538525324334e-01, -0.000000000000000e+00
139, 3.605043888000000e-01, 4.801469148000000e-01, 8.951527628211827e-01, -8.849241743620878e-01, 4.484775762241094e-01, 1.302947801469615e-01, -0.000000000000000e+00
4847, 3.680634883775071e-01, 4.822787128838342e-01, 8.948343250502413e-01, -8.986867663797422e-01, 4.422512445271127e-01, 1.209841718270119e-01, -0.000000000000000e+00
140, 3.756551147000000e-01, 4.842916132000000e-01, 8.945386238024522e-01, -9.114667064616030e-01, 4.356742729322021e-01, 1.118621162746763e-01, -0.000000000000000e+00
4845, 3.832773555870583e-01, 4.861849692053939e-01, 8.942617291856775e-01, -9.234338409861569e-01, 4.287045580980697e-01, 1.029228553750704e-01, -0.000000000000000e+00
141, 3.909283876000000e-01, 4.879584015000000e-01, 8.940071132631376e-01, -9.344381105260257e-01, 4.214113973139058e-01, 9.419659602844935e-02, -0.000000000000000e+00
5092, 3.986063399175178e-01, 4.896114027420909e-01, 8.937708911720988e-01, -9.446474153296388e-01, 4.137643541435493e-01, 8.568587323197668e-02, -0.000000000000000e+00
142, 4.063093066000000e-01, 4.911436142000000e-01, 8.935565942642147e-01, -9.539091335772403e-01, 4.058305264841399e-01, 7.741632003475390e-02, -0.000000000000000e+00
3971, 4.140354465618975e-01, 4.925546625017243e-01, 8.933600704568693e-01, -9.624027145185204e-01, 3.975856436070515e-01, 6.939087066476869e-02, -0.000000000000000e+00
143, 4.217827916000000e-01, 4.938442112000000e-01, 8.931846653530942e-01, -9.699835642209111e-01, 3.890918719249966e-01, 6.162608834956261e-02, -0.000000000000000e+00
4361, 4.295494122177611e-01, 4.950118328698183e-01, 8.930261566189718e-01, -9.768341681317216e-01, 3.803261768824814e-01, 5.412843239903055e-02, -0.000000000000000e+00
144, 4.373334050000000e-01, 4.960573913000000e-01, 8.928882803036154e-01, -9.827930575924059e-01, 3.713585248255450e-01, 4.691348379980113e-02, -0.000000000000000e+00
3852, 4.451328367631567e-01, 4.969804768784600e-01, 8.927665749788376e-01, -9.880530514880473e-01, 3.621580681313439e-01, 3.998246057323177e-02, -0.000000000000000e+00
145, 4.529457986000000e-01, 4.977810086000000e-01, 8.926645081641407e-01, -9.924642867666469e-01, 3.527904520266383e-01, 3.334853090667777e-02, -0.000000000000000e+00
4883, 4.607704189145218e-01, 4.984586642519696e-01, 8.925777584129319e-01, -9.962135324355582e-01, 3.432343810899631e-01, 2.701318105238333e-02, -0.000000000000000e+00
146, 4.686047137000000e-01, 4.990133942000000e-01, 8.925097529183554e-01, -9.991526683114533e-01, 3.335531062300309e-01, 2.098540246589922e-02, -0.000000000000000e+00
4861, 4.764467489428202e-01, 4.994449362688917e-01, 8.924560441229826e-01, -1.001473913797786e+00, 3.237283753531236e-01, 1.526636122173111e-02, -0.000000000000000e+00
147, 4.842945933000000e-01, 4.997532965000000e-01, 8.924200562119073e-01, -1.003029278716441e+00, 3.138194114520775e-01, 9.862184622215171e-03, -0.000000000000000e+00
3993, 4.921463278942318e-01, 4.999383160295428e-01, 8.923972862838514e-01, -1.004013374381910e+00, 3.038121520494347e-01, 4.772340701902721e-03, -0.000000000000000e+00
148, 5.000000000000000e-01, 5.000000001000000e-01, 8.923910597230438e-01, -1.004282480699968e+00, 2.937596096430917e-01, 0.000000000000000e+00, -0.000000000000000e+00
4490, 5.078536721057679e-01, 4.999383160295428e-01, 8.923968799800123e-01, -1.004030934465805e+00, 2.836544327858097e-01, -4.455699305400343e-03, -0.000000000000000e+00
149, 5.157054067000000e-01, 4.997532965000000e-01, 8.924182218383058e-01, -1.003108558681916e+00, 2.735452841916632e-01, -8.596521680490909e-03, -0.000000000000000e+00
4875, 5.235532659259496e-01, 4.994449355676974e-01, 8.924505944341752e-01, -1.001709444411690e+00, 2.634209227713657e-01, -1.242236278474949e-02, -0.000000000000000e+00
150, 5.313953161000000e-01, 4.990133942000000e-01, 8.924971565195943e-01, -9.996970732560336e-01, 2.533299729947889e-01, -1.593818976183310e-02, -0.000000000000000e+00
5124, 5.392295810854780e-01, 4.984586642519696e-01, 8.925535670838245e-01, -9.972590597669583e-01, 2.432630607880816e-01, -1.914532598676619e-02, -0.000000000000000e+00
151, 5.470541716000000e-01, 4.977810086000000e-01, 8.926229431833195e-01, -9.942606875879834e-01, 2.332664899585549e-01, -2.205018156066037e-02, -0.000000000000000e+00
3938, 5.548671485144481e-01, 4.969804785038275e-01, 8.927009762251550e-01, -9.908881702025497e-01, 2.233313106710105e-01, -2.465585904519080e-02, -0.000000000000000e+00
152, 5.626665950000000e-01, 4.960573913000000e-01, 8.927907063295139e-01, -9.870101163701110e-01, 2.134989771851291e-01, -2.697118537688071e-02, -0.000000000000000e+00
4872, 5.704505877822387e-01, 4.950118328698183e-01, 8.928879499041509e-01, -9.828073371579870e-01, 2.037617310108054e-01, -2.899958970201469e-02, -0.000000000000000e+00
153, 5.782172084000000e-01, 4.938442112000000e-01, 8.929955772629412e-01, -9.781557802004379e-01, 1.941586119805886e-01, -3.075168640570911e-02, -0.000000000000000e+00
4025, 5.859644955927193e-01, 4.925546725973567e-01, 8.931095607113191e-01, -9.732295188082911e-01, 1.846831136114149e-01, -3.223310745808431e-02, -0.000000000000000e+00
154, 5.936905742000000e-01, 4.911436142000000e-01, 8.932329646757136e-01, -9.678961112470545e-01, 1.753670053318475e-01, -3.345302702970774e-02, -0.000000000000000e+00
4925, 6.013936029263423e-01, 4.896114145785565e-01, 8.933616905672407e-01, -9.623326948157715e-01, 1.662077320069360e-01, -3.441945673255541e-02, -0.000000000000000e+00
155, 6.090716124000000e-01, 4.879584015000000e-01, 8.934984001236783e-01, -9.564242316186978e-01, 1.572317851098380e-01, -3.514545401124214e-02, -0.000000000000000e+00
4099, 6.167226444129416e-01, 4.861849692053939e-01, 8.936393624658309e-01, -9.503319668752187e-01, 1.484363174320428e-01, -3.563640587178271e-02, -0.000000000000000e+00
156, 6.243448853000000e-01, 4.842916132000000e-01, 8.937871468842610e-01, -9.439448581744924e-01, 1.398460081763749e-01, -3.590634425551582e-02, -0.000000000000000e+00
4897, 6.319365116224925e-01, 4.822787128838342e-01, 8.939381195344733e-01, -9.374199569840526e-01, 1.314555340078994e-01, -3.596154699582430e-02, -0.000000000000000e+00
157, 6.394956112000000e-01, 4.801469148000000e-01, 8.940947286746561e-01, -9.306514518026502e-01, 1.232857268605621e-01, -3.581781269381704e-02, -0.000000000000000e+00
4022, 6.470201614786231e-01, 4.778965077491145e-01, 8.942536358155712e-01, -9.237836291111393e-01, 1.153293414468712e-01, -3.548036844209533e-02, -0.000000000000000e+00
158, 6.545084715000000e-01, 4.755282999000000e-01, 8.944172661069335e-01, -9.167116761355479e-01, 1.076075520641690e-01, -3.496381192129091e-02, -0.000000000000000e+00
4908, 6.619587006203705e-01, 4.730426823166817e-01, 8.945823201156624e-01, -9.095781913849839e-01, 1.001138712183584e-01, -3.427678789814820e-02, -0.000000000000000e+00
159, 6.693689823000000e-01, 4.704403878000000e-01, 8.947510404585144e-01, -9.022862509946032e-01, 9.286348103268183e-02, -3.343291280280113e-02, -0.000000000000000e+00
4927, 6.767374518305102e-01, 4.677220041012161e-01, 8.949204484173635e-01, -8.949645924636720e-01, 8.585200995836151e-02, -3.244111897269355e-02, -0.000000000000000e+00
160, 6.840623021000000e-01, 4.648881854000000e-01, 8.950927382544087e-01, -8.875183817675250e-01, 7.908858243793511e-02, -3.131338784080762e-02, -0.000000000000000e+00
4906, 6.913417156705788e-01, 4.619397664677065e-01, 8.952649634371125e-01, -8.800749653734505e-01, 7.257087517363053e-02, -3.005981371851951e-02, -0.000000000000000e+00
161, 6.985738873000000e-01, 4.588772954000000e-01, 8.954391259225100e-01, -8.725478205117718e-01, 6.630428155853905e-02, -2.869242428279802e-02, -0.000000000000000e+00
5096, 7.057571740878213e-01, 4.557016406722647e-01, 8.956126262087770e-01, -8.650492952966868e-01, 6.028622983544128e-02, -2.722015680292374e-02, -0.000000000000000e+00
162, 7.128896713000000e-01, 4.524134995000000e-01, 8.957873204331619e-01, -8.574991691576245e-01, 5.452006127381799e-02, -2.565519313929186e-02, -0.000000000000000e+00
4064, 7.199695859440618e-01, 4.490137873825233e-01, 8.959607586577976e-01, -8.500033261900324e-01, 4.900199067979542e-02, -2.400569949115080e-02, -0.000000000000000e+00
163, 7.269952297000000e-01, 4.455032946000000e-01, 8.961346876189573e-01, -8.424862740343808e-01, 4.373325921700216e-02, -2.228321012124730e-02, -0.000000000000000e+00
4931, 7.339649311710829e-01, 4.418828023153993e-01, 8.963069147812763e-01, -8.350427720831285e-01, 3.870920912435866e-02, -2.049554032501366e-02, -0.000000000000000e+00
164, 7.408769131000000e-01, 4.381532968000000e-01, 8.964790327532314e-01, -8.276039892405019e-01, 3.393039744396464e-02, -1.865339739809096e-02, -0.000000000000000e+00
4954, 7.477293804257059e-01, 4.343157308616575e-01, 8.966490143848502e-01, -8.202575370920984e-01, 2.939135383042357e-02, -1.676458263744787e-02, 0.000000000000000e+00
165, 7.545207143000000e-01, 4.303709866000000e-01, 8.968184108322218e-01, -8.129363760767996e-01, 2.508823518564018e-02, -1.483714284325876e-02, 0.000000000000000e+00
4929, 7.612492852160357e-01, 4.263200804256237e-01, 8.969853647752999e-01, -8.057207778846334e-01, 2.101740235480961e-02, -1.287939343217306e-02, 0.000000000000000e+00
166, 7.679134010999999e-01, 4.221639932000000e-01, 8.971512703500455e-01, -7.985504892221801e-01, 1.717487753383392e-02, -1.089950844967348e-02, 0.000000000000000e+00
4979, 7.745113969603925e-01, 4.179036885920649e-01, 8.973144277661577e-01, -7.914989734865687e-01, 1.355554023685152e-02, -8.904347136012168e-03, 0.000000000000000e+00
167, 7.810416818000000e-01, 4.135403038000000e-01, 8.974761472516360e-01, -7.845096038104653e-01, 1.015426102986933e-02, -6.900828298521231e-03, 0.000000000000000e+00
3481, 7.875026173376242e-01, 4.090748648157395e-01, 8.976349692012313e-01, -7.776454630106285e-01, 6.966075580926137e-03, -4.895845531239085e-03, 0.000000000000000e+00
168, 7.938926220000000e-01, 4.045085014000000e-01, 8.977920734694140e-01, -7.708555588455582e-01, 3.984675187534491e-03, -2.895035916582581e-03, 0.000000000000000e+00
4940, 8.002101122913275e-01, 3.998423295225612e-01, 8.979461008086127e-01, -7.641986367640817e-01, 1.204960105546494e-03, -9.047106942087591e-04, 0.000000000000000e+00
169, 8.064535260000000e-01, 3.950774969000000e-01, 8.980981286149959e-01, -7.576281326797020e-01, -1.380285548024751e-03, 1.070659247401364e-03, 0.000000000000000e+00
4327, 8.126213385562999e-01, 3.902151953464488e-01, 8.982470883368805e-01, -7.511902284282698e-01, -3.775961284904489e-03, 3.025122158057593e-03, 0.000000000000000e+00
170, 8.187119961000000e-01, 3.852565886000000e-01, 8.983939742577920e-01, -7.448419519764343e-01, -5.990892816261045e-03, 4.956097715316072e-03, 0.000000000000000e+00
4276, 8.247240258811626e-01, 3.802029813343524e-01, 8.985376953784708e-01, -7.386304553239634e-01, -8.028539240840057e-03, 6.857062108879644e-03, 0.000000000000000e+00
171, 8.306558728000000e-01, 3.750554920000000e-01, 8.986791402714489e-01, -7.325173351709021e-01, -9.897608599361469e-03, 8.725915169918117e-03, 0.000000000000000e+00
4965, 8.365062302269196e-01, 3.698155716278956e-01, 8.988174711936363e-01, -7.265387980147641e-01, -1.160293735314242e-02, 1.055783902630697e-02, 0.000000000000000e+00
172, 8.422734737000001e-01, 3.644843102000000e-01, 8.989535371010373e-01, -7.206581527460330e-01, -1.315309845695363e-02, 1.235158003982927e-02, 0.000000000000000e+00
4283, 8.479563788965800e-01, 3.590631676810913e-01, 8.990865823336005e-01, -7.149080583076507e-01, -1.455213252885824e-02, 1.410183350972068e-02, 0.000000000000000e+00
173, 8.535534143000000e-01, 3.535534144000000e-01, 8.992173742396559e-01, -7.092553505998631e-01, -1.580809768475568e-02, 1.580809632803421e-02, 0.000000000000000e+00
5100, 8.590631378179221e-01, 3.479564097129808e-01, 8.993453260945231e-01, -7.037253873318940e-01, -1.692404109260614e-02, 1.746427398424460e-02, 0.000000000000000e+00
174, 8.644843102000001e-01, 3.422735930000000e-01, 8.994710902546066e-01, -6.982899742508554e-01, -1.790821179600794e-02, 1.907030880241127e-02, 0.000000000000000e+00
4041, 8.698155614651023e-01, 3.365062413956850e-01, 8.995941554031376e-01, -6.929712100043373e-01, -1.876313941537544e-02, 2.062038956658186e-02, 0.000000000000000e+00
175, 8.750556111000000e-01, 3.306559027000000e-01, 8.997150954278561e-01, -6.877442916840475e-01, -1.949806218019247e-02, 2.211621232502364e-02, 0.000000000000000e+00
4462, 8.802029990249465e-01, 3.247240051681373e-01, 8.998334953633349e-01, -6.826271537198736e-01, -2.011410005913244e-02, 2.355077567742936e-02, 0.000000000000000e+00
176, 8.852565885000000e-01, 3.187119962000000e-01, 8.999498623440462e-01, -6.775978782192923e-01, -2.061976739847077e-02, 2.492501874672091e-02, 0.000000000000000e+00
4987, 8.902152083555782e-01, 3.126213223182522e-01, 9.000638302367732e-01, -6.726722891282860e-01, -2.101680254860075e-02, 2.623318356322184e-02, 0.000000000000000e+00
177, 8.950775266000000e-01, 3.064534963000000e-01, 9.001758343078735e-01, -6.678315746291447e-01, -2.131274971921831e-02, 2.747623317185759e-02, -0.000000000000000e+00
3408, 8.998423437486271e-01, 3.002100933439857e-01, 9.002856362089445e-01, -6.630860359239349e-01, -2.150939402854485e-02, 2.864797073416501e-02, -0.000000000000000e+00
178, 9.045084715000000e-01, 2.938925923000000e-01, 9.003935770566189e-01, -6.584209302607759e-01, -2.161425855676250e-02, 2.974947633253372e-02, -0.000000000000000e+00
5053, 9.090748598086122e-01, 2.875026244620457e-01, 9.004994408991772e-01, -6.538455908773745e-01, -2.162904137993816e-02, 3.077473342186813e-02, -0.000000000000000e+00
179, 9.135403036999999e-01, 2.810417117000000e-01, 9.006034936384912e-01, -6.493485257356844e-01, -2.156015839092834e-02, 3.172481048617724e-02, -0.000000000000000e+00
4332, 9.179036861697121e-01, 2.745114006480727e-01, 9.007056523859115e-01, -6.449333172080559e-01, -2.140962170158013e-02, 3.259291668331222e-02, -0.000000000000000e+00
180, 9.221640229000000e-01, 2.679134012000000e-01, 9.008060933143476e-01, -6.405923512609147e-01, -2.118502903852841e-02, 3.338226522511748e-02, -0.000000000000000e+00
3399, 9.263200844220365e-01, 2.612492786944827e-01, 9.009047025095676e-01, -6.363305511641812e-01, -2.088668538094229e-02, 3.408432755777049e-02, -0.000000000000000e+00
181, 9.303709865000001e-01, 2.545207144000000e-01, 9.010015606955638e-01, -6.321444281000247e-01, -2.052218290661536e-02, 3.470111699188311e-02, -0.000000000000000e+00
4968, 9.343157601054373e-01, 2.477293291559078e-01, 9.010966751730969e-01, -6.280336665361873e-01, -2.009266148345819e-02, 3.522625250303312e-02, -0.000000000000000e+00
182, 9.381533265000001e-01, 2.408767940000000e-01, 9.011900408487872e-01, -6.239984866039220e-01, -1.960502641479653e-02, 3.566141263941233e-02, -0.000000000000000e+00
4976, 9.418828232760517e-01, 2.339648915833007e-01, 9.012816697336803e-01, -6.200383691967175e-01, -1.906135013823367e-02, 3.600100232140822e-02, -0.000000000000000e+00
183, 9.455031753000001e-01, 2.269952000000000e-01, 9.013714732117631e-01, -6.161571442183905e-01, -1.846839889621347e-02, 3.624627700367340e-02, -0.000000000000000e+00
4044, 9.490137963926956e-01, 2.199695675520111e-01, 9.014595863147008e-01, -6.123489757226890e-01, -1.782869747326925e-02, 3.639258111611628e-02, -0.000000000000000e+00
184, 9.524134994000000e-01, 2.128895969000000e-01, 9.015458514317424e-01, -6.086206755035019e-01, -1.714776917557187e-02, 3.644086993467678e-02, -0.000000000000000e+00
4012, 9.557016543193892e-01, 2.057571438627874e-01, 9.016303730908474e-01, -6.049677259571011e-01, -1.642901119746826e-02, 3.638599148534207e-02, -0.000000000000000e+00
185, 9.588773251000000e-01, 1.985739023000000e-01, 9.017129039819646e-01, -6.014008155998858e-01, -1.567818441877277e-02, 3.623015088895182e-02, -0.000000000000000e+00
4213, 9.619397681480500e-01, 1.913417116138706e-01, 9.017936512861321e-01, -5.979109902550546e-01, -1.489836405286866e-02, 3.596790180479994e-02, -0.000000000000000e+00
186, 9.648882151000000e-01, 1.840623022000000e-01, 9.018722463443449e-01, -5.945141830308699e-01, -1.409604943382715e-02, 3.560255382461047e-02, -0.000000000000000e+00
4470, 9.677220034538623e-01, 1.767374535436820e-01, 9.019488886255002e-01, -5.912017730622806e-01, -1.327440243750074e-02, 3.512946308252368e-02, -0.000000000000000e+00
187, 9.704403877000000e-01, 1.693689973000000e-01, 9.020231568655593e-01, -5.879919669994447e-01, -1.243971029530331e-02, 3.455261748030945e-02, -0.000000000000000e+00
4971, 9.730426691713041e-01, 1.619587390148738e-01, 9.020953640463605e-01, -5.848712380508241e-01, -1.159552258890591e-02, 3.386836282011312e-02, -0.000000000000000e+00
188, 9.755281806000000e-01, 1.545085014000000e-01, 9.021649867774562e-01, -5.818622066774670e-01, -1.074864964613751e-02, 3.308093436930781e-02, -0.000000000000000e+00
4980, 9.778964965994781e-01, 1.470201977210779e-01, 9.022323748081967e-01, -5.789497570292551e-01, -9.902689505725022e-03, 3.218869310166788e-02, -0.000000000000000e+00
189, 9.801468253000000e-01, 1.394955964000000e-01, 9.022969724807194e-01, -5.761579041357026e-01, -9.063214480748302e-03, 3.119578480256963e-02, -0.000000000000000e+00
4982, 9.822787097258884e-01, 1.319365231659988e-01, 9.023591693985779e-01, -5.734698096841210e-01, -8.234694512959408e-03, 3.010078181052218e-02, -0.000000000000000e+00
190, 9.842916131000000e-01, 1.243449004000000e-01, 9.024183324599780e-01, -5.709128357605846e-01, -7.422599671901782e-03, 2.890912145571469e-02, -0.000000000000000e+00
5094, 9.861849683537891e-01, 1.167226479601324e-01, 9.024749069684666e-01, -5.684677367491678e-01, -6.630907303423959e-03, 2.761999599480830e-02, 0.000000000000000e+00
191, 9.879583716000000e-01, 1.090715976000000e-01, 9.025281684788514e-01, -5.661658225148609e-01, -5.865331954649791e-03, 2.623999145580258e-02, 0.000000000000000e+00
4302, 9.896114059311865e-01, 1.013936446829230e-01, 9.025786282009522e-01, -5.639849990323174e-01, -5.129526522571707e-03, 2.476974563801377e-02, 0.000000000000000e+00
192, 9.911435843000000e-01, 9.369066370000000e-02, 9.026255353823716e-01, -5.619577131401209e-01, -4.428663118002619e-03, 2.321586517523011e-02, 0.000000000000000e+00
4313, 9.925546626765483e-01, 8.596455243640584e-02, 9.026694444263923e-01, -5.600600040305636e-01, -3.766575865585279e-03, 2.158086371611839e-02, 0.000000000000000e+00
193, 9.938442111000000e-01, 7.821723080000000e-02, 9.027095769852191e-01, -5.583255111903284e-01, -3.147407506274839e-03, 1.987194833733252e-02, 0.000000000000000e+00
5114, 9.950118285593538e-01, 7.045061806914707e-02, 9.027465478282728e-01, -5.567276648419134e-01, -2.574768582303769e-03, 1.809224084970862e-02, 0.000000000000000e+00
194, 9.960572720000000e-01, 6.266661740000000e-02, 9.027795247894110e-01, -5.553024304522055e-01, -2.052809581823504e-03, 1.624965990448608e-02, 0.000000000000000e+00
5078, 9.969804769890812e-01, 5.486716223484851e-02, 9.028091807284222e-01, -5.540207276306323e-01, -1.584217065395535e-03, 1.434903087267246e-02, 0.000000000000000e+00
195, 9.977809787000000e-01, 4.705416050000000e-02, 9.028346763791618e-01, -5.529188286997467e-01, -1.171943670004343e-03, 1.239786813509653e-02, 0.000000000000000e+00
5104, 9.984586668680442e-01, 3.922954784511360e-02, 9.028567389839189e-01, -5.519653029065553e-01, -8.186772028552222e-04, 1.040174817957346e-02, 0.000000000000000e+00
196, 9.990134239000000e-01, 3.139526030000000e-02, 9.028745112038645e-01, -5.511972036586676e-01, -5.265251411622772e-04, 8.368877595769528e-03, 0.000000000000000e+00
4216, 9.994449375252970e-01, 2.355322441518714e-02, 9.028887580605468e-01, -5.505814674177295e-01, -2.973259537842026e-04, 6.305151788761243e-03, 0.000000000000000e+00
197, 9.997532964000000e-01, 1.570538070000000e-02, 9.028986436950340e-01, -5.501542192496459e-01, -1.325839615596809e-04, 4.218890122827786e-03, 0.000000000000000e+00
4471, 9.999383162329281e-01, 7.853659158936540e-03, 9.029048937227462e-01, -5.498840987132313e-01, -3.325467742097987e-05, 2.117023690074656e-03, 0.000000000000000e+00
198, 1.000000000000000e+00, 1.000000000000000e-10, 9.029066753875327e-01, -5.498070967749998e-01, -1.548371829856785e-15, 7.742105141556165e-06, 0.000000000000000e+00
4125, 9.999383162360695e-01, -7.853658958961418e-03, 9.029048178561530e-01, -5.498873775986703e-01, -3.300814506856779e-05, -2.101329211255354e-03, 0.000000000000000e+00
